"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-02","Feb-1989","IDX","Index","0","Units","2015_100","2015=100",25.94097,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-03","Mar-1989","IDX","Index","0","Units","2015_100","2015=100",25.9145,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-04","Apr-1989","IDX","Index","0","Units","2015_100","2015=100",25.78873,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-05","May-1989","IDX","Index","0","Units","2015_100","2015=100",25.64972,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-06","Jun-1989","IDX","Index","0","Units","2015_100","2015=100",25.60008,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-07","Jul-1989","IDX","Index","0","Units","2015_100","2015=100",25.74239,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-08","Aug-1989","IDX","Index","0","Units","2015_100","2015=100",25.79535,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-09","Sep-1989","IDX","Index","0","Units","2015_100","2015=100",25.8483,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-10","Oct-1989","IDX","Index","0","Units","2015_100","2015=100",26.03364,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-11","Nov-1989","IDX","Index","0","Units","2015_100","2015=100",26.07667,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-12","Dec-1989","IDX","Index","0","Units","2015_100","2015=100",26.24215,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-01","Jan-1990","IDX","Index","0","Units","2015_100","2015=100",26.32489,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1990-02","Feb-1990","IDX","Index","0","Units","2015_100","2015=100",26.41425,,
